Company Name,IDBB,CRI Company ID,Exchange Country,Domicile Country,Bloomberg Industry Code,Bloomberg Industry,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20
CCR SA,7228323,91740,Brazil,Brazil,10005,Consumer Non-Cyclical,12.34755869,16.18221936,19.52642269,23.36686549,32.07680625,43.18712861,55.9951912,45.54727007,38.50327554,31.79548336,29.6789926,28.00436978,26.56321328
Liq Participacoes SA,7577267,91767,Brazil,Brazil,10013,Technology,684.4093114,1603.180511,2988.251896,5038.148515,8319.657442,9144.462764,9178.478491,3489.776359,1106.863112,425.7528208,330.8637314,284.2444139,273.0067538
Biomm SA,7853577,91806,Brazil,Brazil,10005,Consumer Non-Cyclical,18.03370103,23.60187893,29.54800117,38.6030552,56.72895253,80.63116482,109.0562307,89.72123221,77.8132407,66.58986747,63.22896832,61.88773895,57.21388318
TPI - Triunfo Participacoes e Investimentos SA,8057035,91835,Brazil,Brazil,10006,Diversified,410.2488903,449.2477922,510.3663157,547.2524743,630.1219724,750.5153226,884.9423389,832.9935957,760.1477242,683.5188795,651.5998831,624.7044775,589.4867506
CPFL Energia SA,8113058,91840,Brazil,Brazil,10014,Utilities,7.298131616,9.501475462,9.332164278,10.23510051,10.97695265,12.98455526,14.99852977,15.63038011,15.13752119,14.20567197,13.43661159,13.01599838,12.40276262
Ultrapar Participacoes SA,825248,91867,Brazil,Brazil,10007,Energy,15.18409576,17.51774287,20.87928731,25.36279609,19.95377475,16.83558064,14.78851318,17.73989836,20.21074196,22.16339428,24.94351219,28.20346604,31.93119553
Banco Pan SA,8286507,91870,Brazil,Brazil,10008,Financial,9.099265299,15.22010211,21.37626033,30.04198588,47.643605,74.46991716,109.8166901,86.66887411,68.03471064,53.68065929,49.45738099,45.39457539,42.21943359
M Dias Branco SA,8347770,91873,Brazil,Brazil,10005,Consumer Non-Cyclical,1.926088115,2.619493904,2.99171674,3.509783362,4.778193036,6.439397197,8.587481121,6.957994954,5.868453924,4.892452659,4.413581441,4.103703708,3.840348806
Porto Seguro SA,8501652,91897,Brazil,Brazil,10008,Financial,1.944268691,3.388093388,4.914802792,6.916272185,10.56748435,16.52962721,23.787683,18.1937874,14.02079132,10.88228822,9.9075941,8.948451425,8.1878284
Banco Pine SA,8674548,91909,Brazil,Brazil,10008,Financial,23.68863494,39.18334638,56.9714234,81.51911645,130.8604352,217.1450701,341.1152332,285.180287,235.8298803,197.2814876,191.8150484,188.3566866,185.3979544
Gol Linhas Aereas Inteligentes SA,8962016,91925,Brazil,Brazil,10004,Consumer Cyclical,88.25117262,110.8750217,130.7661154,158.8836709,184.8580846,218.8870025,248.2014583,217.6333739,196.1854766,177.4468125,169.9376271,166.7540403,160.8570077
Tegma Gestao Logistica SA,9082825,91939,Brazil,Brazil,10011,Industrial,1.203467934,1.617958175,1.864215834,1.970006722,1.718489334,1.747962775,1.824707651,1.922995089,1.819735326,1.678556085,1.552423323,1.566212314,1.536168211
Banco Indusval SA,9106990,91940,Brazil,Brazil,10008,Financial,51.96634733,108.9178476,180.4498265,273.0045997,435.3048648,683.7178556,1066.966778,947.7037311,839.7138579,704.1341277,649.3759533,601.4926883,554.1698173
Cosan SA,9138536,91943,Brazil,Brazil,10007,Energy,8.798437647,11.43867885,13.98517076,17.1519515,13.23818487,11.05527317,9.574958936,11.31119488,12.83720754,14.1426584,15.92669402,17.9098925,20.04085993
Diagnosticos da America SA,9258668,91950,Brazil,Brazil,10005,Consumer Non-Cyclical,11.25866065,14.7660095,12.75283099,8.501007059,7.99014251,9.69662207,15.20293269,18.32299279,26.18477235,33.0472713,35.45853883,27.98290619,17.52802148
Duratex SA,9302552,91954,Brazil,Brazil,10011,Industrial,9.791685735,10.67951053,10.93034177,11.41385521,11.41415575,12.18984268,13.28331178,13.03950529,12.54228861,11.83987836,11.61554904,11.40581893,11.52414947
Fertilizantes Heringer SA,9341474,91960,Brazil,Brazil,10002,Basic Materials,570.6280876,614.2932681,747.2196933,835.1217069,819.8627859,953.7141844,1053.190673,1072.221873,1047.618324,1016.476867,1040.780677,1030.231193,1010.755445
Natura Cosmeticos SA,938455,91962,Brazil,Brazil,10005,Consumer Non-Cyclical,8.322255578,10.2818212,12.01571677,13.80589213,19.0854225,26.36723757,35.02105972,29.10699998,24.5601393,20.0214256,18.89562474,17.26688065,16.11171308
Pomifrutas SA,9412032,91963,Brazil,Brazil,10005,Consumer Non-Cyclical,211.0362718,256.667567,291.6066186,351.8606987,501.014623,705.9701719,971.2435566,837.1528574,781.2284786,687.8036865,682.1009602,682.5293908,678.106591
EDP - Energias do Brasil SA,9807076,91975,Brazil,Brazil,10014,Utilities,11.57012213,12.94226579,14.66723267,16.40730105,19.11062421,22.23430523,25.57886268,25.29131076,24.84582962,23.89993296,23.8979294,23.94333087,24.30087459
Aliansce Sonae Shopping Centers sa,11161923,93495,Brazil,Brazil,10008,Financial,1.560365296,2.868913269,5.447243873,9.15409378,16.42798552,29.48566236,55.34047087,50.02318685,34.15830781,23.89806074,18.84075069,14.30750778,10.52761445
T4F Entretenimento SA,15556780,93517,Brazil,Brazil,10004,Consumer Cyclical,22.80681122,29.31748101,31.94677281,36.65014342,43.28314813,50.77094329,58.92927656,52.92574426,49.0884536,45.01172936,43.53871797,42.76619423,41.0829841
International Meal Co Alimentacao SA,17465207,93527,Brazil,Brazil,10004,Consumer Cyclical,12.06561222,18.53657873,23.47928433,28.26058673,34.72444361,43.62709121,54.06678813,51.94175301,50.81525606,49.32151407,51.96113463,54.33116532,57.25896888
Arezzo Industria e Comercio SA,17855169,93529,Brazil,Brazil,10004,Consumer Cyclical,1.271520979,1.532083793,1.739287082,2.037844429,2.358818879,2.676667723,3.051151395,2.758178834,2.520910142,2.338448041,2.301374073,2.250022057,2.235127557
Enauta Participacoes SA,21422588,93533,Brazil,Brazil,10007,Energy,15.85194372,19.06920995,22.57917534,26.64018631,20.39059853,16.39751775,14.32718235,16.8695754,19.89166118,22.1042616,24.77081953,27.57983209,30.87549832
Rumo SA,333133,93572,Brazil,Brazil,10011,Industrial,5.457396926,4.58830832,4.407750059,4.903556766,4.734792801,4.596789592,4.453145951,4.287087967,3.941649683,3.45247527,3.173644697,2.988897949,2.836266037
Magazine Luiza SA,8988762,93593,Brazil,Brazil,10004,Consumer Cyclical,4.917395633,6.399568885,7.565206426,9.0766114,10.84604327,12.93879206,15.24517388,14.30324134,13.22244693,11.92019567,11.61007806,11.25102904,10.94894952
Qualicorp Consultoria e Corretora de Seguros SA,25213021,124041,Brazil,Brazil,10005,Consumer Non-Cyclical,3.885274897,6.283316817,9.374674921,12.55462425,19.45101932,28.3830735,39.79850376,33.52225587,28.37057564,24.35877843,23.28200506,21.47077445,19.43411643
Technos SA,25516579,124066,Brazil,Brazil,10005,Consumer Non-Cyclical,34.71892523,39.4311399,47.5020409,57.32335567,81.11650595,110.4529472,147.1832212,118.7396171,100.0003818,83.64630388,78.81357774,75.1753027,69.87101959
Cia de Locacao das Americas,15133211,129137,Brazil,Brazil,10005,Consumer Non-Cyclical,15.19581314,23.31017383,33.69572574,43.73450585,66.34953655,99.55231399,141.2988357,123.2206187,110.3186665,96.62716259,91.66681948,86.69304315,82.20578231
UNICASA Industria de Moveis SA,29587993,129194,Brazil,Brazil,10004,Consumer Cyclical,5.289017479,6.644536351,7.378322156,8.56528037,9.971382678,11.63719418,13.22357234,11.7176354,10.44773907,9.184807997,8.779394986,8.408281243,8.014285748
Sinqia SA,11056639,129281,Brazil,Brazil,10013,Technology,7.46751322,42.5499006,211.1320418,886.3333206,2871.911123,4335.830686,4225.371918,608.5214364,129.0979512,74.96049875,109.0529571,146.4507785,123.9036946
Santos Brasil Participacoes SA,384146,130020,Brazil,Brazil,10005,Consumer Non-Cyclical,3.372211078,4.401437164,5.094453179,6.089015195,8.326239628,11.06872565,14.13183173,11.15151253,8.81773158,6.885092234,5.927825591,5.210194893,4.574740582
Cogna Educacao,815050,130021,Brazil,Brazil,10005,Consumer Non-Cyclical,49.87626928,67.80031164,77.5129862,85.4570259,117.33409,161.2121984,215.0335853,174.2819871,152.579402,128.9231153,124.9928453,120.1733116,115.2837554
Transmissora Alianca de Energia Eletrica SA,11161707,130029,Brazil,Brazil,10014,Utilities,1.263156773,1.167025459,1.13876169,1.303446578,1.59964752,2.025548446,2.432924882,2.35771677,2.173014116,1.970386124,1.908800591,1.952422351,2.029087408
Sul America SA,13256242,130032,Brazil,Brazil,10008,Financial,0.964911614,1.601572029,2.35118551,3.506500692,5.613787685,9.182573887,13.84440221,10.9493067,8.625898212,6.791365875,6.185717772,5.675608913,5.346986875
Linx SA,33535896,131253,Brazil,Brazil,10013,Technology,7.718319185,27.42195956,66.66405441,140.8619761,469.0855268,1175.937456,2125.953267,566.1383938,179.6026729,70.17914833,54.36035993,45.72982555,40.58367148
Biosev SA,22201107,131611,Brazil,Brazil,10007,Energy,118.2006381,119.0088728,131.9401719,149.9225775,108.7356255,86.75842365,76.70190803,92.07802951,106.1928147,119.4706982,139.5889604,164.5002822,192.4230365
BB Seguridade Participacoes SA,34952700,131677,Brazil,Brazil,10008,Financial,0.080107109,0.132515816,0.160999488,0.204236462,0.276537583,0.42763217,0.61761251,0.443358717,0.327296143,0.22702896,0.204830774,0.190349299,0.161285702
FII BTG Pactual Corporate Office Fund,23669529,131790,Brazil,Brazil,10008,Financial,0.323345914,0.298314896,0.554498533,0.915959134,1.582723861,2.497856639,3.614865161,2.829189035,2.192173386,1.774426648,1.59778326,1.529870291,1.356461704
CPFL Energias Renovaveis SA,25121581,133638,Brazil,Brazil,10007,Energy,28.66583888,36.37313208,45.52679087,55.75613461,44.14447052,37.25585089,33.14473803,39.85878657,46.19162058,51.56844552,56.31476187,64.05623412,70.91439602
Anima Holding SA,33824665,163397,Brazil,Brazil,10005,Consumer Non-Cyclical,23.23002281,31.41899275,40.80665999,55.10118217,86.16286813,138.2798074,217.3590517,212.637253,214.6171692,213.7147867,233.3773919,249.1775426,266.9358964
Ser Educacional SA,36660640,163404,Brazil,Brazil,10005,Consumer Non-Cyclical,9.307417629,11.49822686,12.81752685,15.14914928,21.27543961,29.49012864,38.93115018,31.7909054,27.05060599,22.72766694,21.47093964,20.40237783,19.24272612
CVC Brasil Operadora e Agencia de Viagens SA,17773021,163676,Brazil,Brazil,10004,Consumer Cyclical,36.48648054,40.51531218,46.04078382,52.6343368,60.75873273,71.34336135,81.25719075,71.49239304,63.3036615,55.94318604,54.42601643,53.57336359,52.22531558
Cosan Logistica SA,39219428,165474,Brazil,Brazil,10011,Industrial,15.63517654,14.6597199,14.49206153,15.52865583,15.39177372,15.98821696,16.5987692,16.08614341,15.23980053,13.86916742,13.44646879,12.8259506,12.29801739
Ouro Fino Saude Animal Participacoes SA,23018464,190064,Brazil,Brazil,10005,Consumer Non-Cyclical,0.518776149,0.511352665,0.517351576,0.538073744,0.658683603,0.79967801,0.926654521,0.663655263,0.504810984,0.380045334,0.316146717,0.265685587,0.223843186
Dommo Energia SA,35091730,190662,Brazil,Brazil,10007,Energy,758.8007655,688.0781968,801.0433943,694.4519301,500.2444662,412.4391936,364.91906,408.8855755,449.6001994,472.863475,489.8669676,485.5962639,516.9427171
Wiz Solucoes e Corretagem de Seguros SA,42746694,191663,Brazil,Brazil,10008,Financial,0.540375785,0.839766318,1.164096166,1.646082205,2.547286826,4.023922603,6.044495983,4.791933048,3.777431978,3.002159043,2.745937094,2.518136273,2.375691373
Porto Sudeste VM SA,44692073,192047,Brazil,Brazil,10005,Consumer Non-Cyclical,32.76130033,156.9628207,268.7545987,393.3307042,386.5509996,483.9339322,530.8261219,540.5386476,512.0041381,518.9279097,448.0778714,392.051926,319.9677141
Alliar Medicos A Frente SA,50925219,194804,Brazil,Brazil,10005,Consumer Non-Cyclical,4.331435379,4.593485334,5.040938426,5.389802538,7.117459458,9.33495975,12.29957954,10.027137,8.601057258,7.168755748,6.619935093,6.12528228,5.673020313
Movida Participacoes SA,49425396,196210,Brazil,Brazil,10005,Consumer Non-Cyclical,23.19940836,33.56083455,43.8380653,54.31193446,75.30367451,102.232496,134.9296482,110.4587677,93.11393572,76.25775811,71.75158695,66.55889948,62.263475
Instituto Hermes Pardini SA,23462437,196239,Brazil,Brazil,10005,Consumer Non-Cyclical,6.109659063,8.093540345,9.738247989,11.37514438,16.0722554,21.84405861,28.27720257,22.8610895,19.10960827,15.66404763,14.57931449,13.66864865,12.91361118
Azul SA,35621652,196605,Brazil,Brazil,10004,Consumer Cyclical,35.34905141,49.09036604,57.23527879,66.48277201,75.21114804,87.92322386,101.0261022,91.44492602,83.55906265,75.28391812,73.26883945,70.36913107,67.5997794
Atacadao SA,11818720,197262,Brazil,Brazil,10004,Consumer Cyclical,7.762664966,8.6049976,9.830792254,11.32509772,13.28039899,16.10375182,18.94969096,17.18434655,15.59500139,14.10131641,13.77981142,13.63994386,13.6222633
Biotoscana Investments SA,54282586,197296,Brazil,Uruguay,10005,Consumer Non-Cyclical,15.06896136,19.36773347,21.84541825,24.48898396,32.63722726,43.69690423,57.17019245,45.91338635,38.67286286,32.92274342,30.84591842,28.89073294,26.89989833
IRB Brasil Resseguros S/A,819726,197332,Brazil,Brazil,10008,Financial,0.598563579,0.909096701,1.180577633,1.696049947,2.771622533,4.43084751,6.299808376,4.860663394,3.835158167,3.122132443,2.95263361,2.765538363,2.582312247
Omega Geracao SA,48697083,197333,Brazil,Brazil,10007,Energy,15.69620044,22.61356225,30.82498607,42.65935863,36.72022288,32.58954805,30.27784128,37.46301452,43.48146371,48.29347357,53.6158673,56.45294259,61.02721595
Camil Alimentos SA,814096,197644,Brazil,Brazil,10005,Consumer Non-Cyclical,15.27445999,18.70152495,21.44980256,24.21368963,32.86575933,44.78177207,59.29683735,46.43461474,39.30381806,31.61917204,28.72475069,26.86463979,24.86561942
Smiles Fidelidade SA,55643520,197890,Brazil,Brazil,10003,Communications,9.547459797,15.93012226,23.82154935,32.07790415,28.38821606,24.70204466,21.82760585,21.68857848,20.73502207,19.60613237,21.02647168,22.35061951,25.421964
Petrobras Distribuidora SA,158935,198309,Brazil,Brazil,10007,Energy,13.51501163,14.50503596,16.8439204,19.12787841,14.66722381,11.93272649,10.53913285,12.31758428,13.79815547,15.12755593,17.06685833,19.31647962,22.11239068
BK Brasil Operacao e Assessoria a Restaurantes SA,42008185,198328,Brazil,Brazil,10004,Consumer Cyclical,11.39345447,13.87411872,16.60583047,19.76393096,22.3631198,25.75502034,29.66213219,25.70387695,23.04589221,20.5378278,19.96797784,20.13267624,19.86840309
Notre Dame Intermedica Participacoes SA,59880283,199263,Brazil,Brazil,10005,Consumer Non-Cyclical,3.957714241,7.087714854,7.881651546,10.81940011,15.33823752,21.89121298,28.77848109,24.76099298,21.13234315,18.12481383,16.75191412,15.97391177,14.93281067
Hapvida Participacoes e Investimentos SA,59381506,199275,Brazil,Brazil,10005,Consumer Non-Cyclical,2.241669391,0.836713539,0.342097791,0.378812589,1.094041107,2.982359162,4.235080775,2.89519473,1.911187188,1.411263612,1.498872704,1.524077666,1.342349198
Banco Inter SA,24052163,199408,Brazil,Brazil,10008,Financial,10.35522996,17.47508484,23.46020322,30.60664293,44.23024563,65.42520417,90.19399136,60.55852322,44.96775745,35.28601262,32.15051955,29.12458836,26.48380845
LOG Commercial Properties e Participacoes SA,19048509,200713,Brazil,Brazil,10008,Financial,0.822436716,1.48172884,2.200316536,3.265766542,5.33928243,9.04828942,14.30936782,12.22060872,10.10614671,8.236047166,7.414597622,6.794758341,6.086178005
Grupo SBF SA,33236497,201184,Brazil,Brazil,10004,Consumer Cyclical,4.262470784,7.900433149,9.124916309,10.38688744,12.07716604,14.40078644,16.67626134,14.94119628,13.43494644,12.14634939,11.93301717,11.54528441,11.17472489
Banco Bilbao Vizcaya Argentaria Colombia SA,126392,89411,Colombia,Colombia,10008,Financial,11.87383608,20.33103625,27.94013095,37.06627493,62.64008854,114.1544886,200.1300107,168.8970351,126.9888211,90.76946626,74.1791384,62.39253569,53.17610715
Enka de Colombia SA,13258043,89466,Colombia,Colombia,10002,Basic Materials,31.85984939,37.05196111,39.23040325,37.86941092,35.8278305,37.64125202,42.77801886,48.78455418,50.43298817,47.99906344,44.3357146,41.08574095,39.86702742
Banco de Bogota SA,158338,90068,Colombia,Colombia,10008,Financial,5.333523831,8.114793677,11.0219207,14.62629185,24.71208017,45.43420634,80.63884036,67.65797532,50.50058737,35.67231406,28.7095019,23.78575192,20.39480737
Grupo Argos SA/Colombia,158340,90070,Colombia,Colombia,10011,Industrial,9.198958005,7.461739688,6.296005884,5.746029369,5.373244133,5.403143078,5.63684537,6.749230722,7.381977637,7.587422171,7.308135878,7.090132057,6.937182155
Cementos Argos SA,158341,90071,Colombia,Colombia,10011,Industrial,7.819935514,8.410417352,6.465866052,6.729733253,5.820069463,6.019717446,6.049562462,7.484150886,8.085787811,8.533990038,8.370148452,8.095230104,7.968308027
Fabricato SA,158345,90075,Colombia,Colombia,10004,Consumer Cyclical,121.2244042,113.6135428,116.4956982,119.0390158,117.2303369,123.4908774,132.8173678,138.9897237,135.9154189,129.0034656,122.3498743,118.4306128,115.147381
Bancolombia SA,158348,90078,Colombia,Colombia,10008,Financial,3.170127314,5.024120586,7.031620936,9.800652565,16.5878413,30.19382881,52.82575391,43.83619711,32.32662805,23.07566101,19.04209682,15.97135918,13.81877262
Corp Financiera Colombiana SA,158400,90115,Colombia,Colombia,10008,Financial,5.498716428,8.215905407,11.67513546,16.92772477,30.05298347,57.48564798,100.8979806,82.62037524,58.75543471,41.31728129,32.89846961,26.7267581,22.67526918
Mineros SA,158407,90122,Colombia,Colombia,10002,Basic Materials,8.501652312,10.84035556,12.8643408,14.01448695,14.54945552,15.58272891,16.84372028,17.68504209,16.78787251,15.75902257,15.16032594,14.81138096,14.47489285
Promigas SA ESP,158419,90129,Colombia,Colombia,10014,Utilities,6.39465514,7.209255656,7.654337596,8.044250835,8.223105941,9.002499046,9.75224598,10.2833747,10.00869244,9.536977981,9.287079341,9.199389093,9.158175806
Grupo Energia Bogota SA ESP,1702454,90885,Colombia,Colombia,10014,Utilities,1.559046635,2.527966808,2.911909933,4.048508905,5.124782615,7.367326708,10.36461591,15.16413823,20.76796638,26.58983316,33.69758712,42.97899353,55.7990482
Banco Comercial AV Villas SA,171199,90895,Colombia,Colombia,10008,Financial,13.25075147,6.04063117,7.959127365,10.77759514,18.84777296,36.06349205,66.48284649,56.01125064,41.53472585,30.11417733,24.93968488,21.43732908,19.08336676
Grupo Nutresa SA,173154,91002,Colombia,Colombia,10005,Consumer Non-Cyclical,1.066237791,1.139264312,1.194761936,1.296895927,1.352701528,1.466772986,1.61981835,1.722310708,1.684074576,1.62423205,1.583326944,1.57252163,1.54616742
Ecopetrol SA,186971,91167,Colombia,Colombia,10007,Energy,4.197367735,5.039849015,5.581112233,6.392431999,7.149872194,8.298204015,9.310643578,9.945719311,9.862383229,9.456406665,9.14660574,9.046397432,9.082154287
